GwangyeogSi, 0, 0, 부산광역시
GichoSi, 0, 0, 중구
EupMyeun, 0, 0, 영주동
RoadName, 0, 0, 초량상로
RoadName, 1, 0, 초량중로
RoadName, 2, 0, 동영로
RoadName, 3, 0, 영주로
RoadName, 4, 0, 중구로
RoadName, 5, 0, 대영로
RoadName, 6, 0, 망양로
RoadName, 7, 0, 중앙공원로
RoadName, 8, 0, 배수지길
RoadName, 9, 0, 영초길
RoadName, 10, 0, 중동길
RoadName, 11, 0, 동광길
RoadName, 12, 0, 민주공원길
RoadName, 13, 0, 임소길
RoadName, 14, 0, 중앙대로
EupMyeun, 1, 0, 대창동1가
RoadName, 15, 1, 해관로
EupMyeun, 2, 0, 대창동2가
EupMyeun, 3, 0, 중앙동1가
RoadName, 16, 3, 대청로
EupMyeun, 4, 0, 중앙동2가
EupMyeun, 5, 0, 중앙동3가
RoadName, 17, 5, 40계단길
EupMyeun, 6, 0, 중앙동4가
RoadName, 18, 6, 충장대로
RoadName, 19, 6, 대교로
EupMyeun, 7, 0, 중앙동5가
EupMyeun, 8, 0, 중앙동6가
EupMyeun, 9, 0, 중앙동7가
EupMyeun, 10, 0, 동광동1가
RoadName, 20, 10, 광복로
EupMyeun, 11, 0, 동광동2가
RoadName, 21, 11, 용두산길
EupMyeun, 12, 0, 동광동3가
RoadName, 22, 12, 백산길
EupMyeun, 13, 0, 동광동4가
EupMyeun, 14, 0, 동광동5가
RoadName, 23, 14, 샘길
EupMyeun, 15, 0, 대청동1가
RoadName, 24, 15, 복병산길
EupMyeun, 16, 0, 대청동2가
RoadName, 25, 16, 광복중앙로
EupMyeun, 17, 0, 대청동3가
RoadName, 26, 17, 국제시장2길
EupMyeun, 18, 0, 대청동4가
RoadName, 27, 18, 고가길
RoadName, 28, 18, 대청북길
RoadName, 29, 18, 대청북길16번안길
EupMyeun, 19, 0, 보수동1가
RoadName, 30, 19, 보수대로
RoadName, 31, 19, 흑교로
RoadName, 32, 19, 법수길
RoadName, 33, 19, 법수길24번안길
RoadName, 34, 19, 보동길
RoadName, 35, 19, 보수북길
RoadName, 36, 19, 책방골목길
EupMyeun, 20, 0, 보수동2가
EupMyeun, 21, 0, 보수동3가
EupMyeun, 22, 0, 부평동1가
RoadName, 37, 22, 비프광장로
RoadName, 38, 22, 부평2길
RoadName, 39, 22, 부평3길
EupMyeun, 23, 0, 부평동2가
RoadName, 40, 23, 부평1길
EupMyeun, 24, 0, 부평동3가
EupMyeun, 25, 0, 부평동4가
EupMyeun, 26, 0, 신창동1가
EupMyeun, 27, 0, 신창동2가
EupMyeun, 28, 0, 신창동3가
EupMyeun, 29, 0, 신창동4가
EupMyeun, 30, 0, 창선동1가
RoadName, 41, 30, 구덕로
EupMyeun, 31, 0, 창선동2가
EupMyeun, 32, 0, 광복동1가
EupMyeun, 33, 0, 광복동2가
EupMyeun, 34, 0, 광복동3가
EupMyeun, 35, 0, 남포동1가
RoadName, 42, 35, 태종로
RoadName, 43, 35, 용미길
EupMyeun, 36, 0, 남포동2가
RoadName, 44, 36, 자갈치해안로
RoadName, 45, 36, 남포길
EupMyeun, 37, 0, 남포동3가
EupMyeun, 38, 0, 남포동4가
RoadName, 46, 38, 자갈치로
EupMyeun, 39, 0, 남포동5가
EupMyeun, 40, 0, 남포동6가
GichoSi, 1, 0, 서구
EupMyeun, 41, 1, 동대신동1가
EupMyeun, 42, 1, 동대신동2가
EupMyeun, 43, 1, 동대신동3가
RoadName, 47, 43, 대신공원로
RoadName, 48, 43, 동대로
EupMyeun, 44, 1, 서대신동1가
RoadName, 49, 44, 까치고개로
RoadName, 50, 44, 고운들로
RoadName, 51, 44, 부용로
RoadName, 52, 44, 해돋이로
EupMyeun, 45, 1, 서대신동2가
RoadName, 53, 45, 낙동대로
RoadName, 54, 45, 대티로
RoadName, 55, 45, 시약로
EupMyeun, 46, 1, 서대신동3가
RoadName, 56, 46, 꽃마을로
RoadName, 57, 46, 대신로
RoadName, 58, 46, 엄광산로
EupMyeun, 47, 1, 부용동1가
EupMyeun, 48, 1, 부용동2가
EupMyeun, 49, 1, 부민동1가
EupMyeun, 50, 1, 부민동2가
RoadName, 59, 50, 임시수도기념로
EupMyeun, 51, 1, 부민동3가
EupMyeun, 52, 1, 토성동1가
EupMyeun, 53, 1, 토성동2가
EupMyeun, 54, 1, 토성동3가
EupMyeun, 55, 1, 아미동1가
EupMyeun, 56, 1, 아미동2가
RoadName, 60, 56, 옥천로
RoadName, 61, 56, 아미로
RoadName, 62, 56, 아미초장로
RoadName, 63, 56, 천마산로
EupMyeun, 57, 1, 토성동4가
RoadName, 64, 57, 천마로
EupMyeun, 58, 1, 토성동5가
RoadName, 65, 58, 초장로
EupMyeun, 59, 1, 초장동
EupMyeun, 60, 1, 충무동1가
RoadName, 66, 60, 충무대로
RoadName, 67, 60, 새벽시장길
RoadName, 68, 60, 충무시장길
RoadName, 69, 60, 해안새벽시장길
EupMyeun, 61, 1, 충무동2가
